HCPCS_Cd,underpaid_rows,total_estimated_recovery,avg_gap_pct,avg_confidence,critical_or_high_count
51710,60,40773.67,-10.9,0.3254,0
67903,29,40707.37,-13.8,0.312,0
46607,40,40557.01,-18.25,0.4186,0
13133,150,40548.81,-7.08,0.5268,0
31615,60,40470.12,-14.3,0.3685,0
G2088,20,40435.27,-32.47,0.255,0
33419,32,40174.38,-19.54,0.3758,0
28008,10,40133.5,-34.69,0.3447,0
49323,4,39996.62,-70.05,0.5414,0
31600,69,39898.23,-11.75,0.3777,0
37186,15,39852.34,-7.12,0.3985,0
57156,71,39539.88,-6.31,0.1838,0
46614,9,39503.32,-41.17,0.435,0
56820,83,39449.08,-10.94,0.3793,0
15272,123,39239.52,-11.48,0.7458,0
50547,14,39237.31,-12.0,0.166,0
94004,28,39181.87,-8.77,0.4155,0
20612,165,39138.69,-8.77,0.2863,1
38564,5,39043.61,-54.95,0.4012,0
94070,128,39035.77,-35.25,0.6826,0
19283,38,39017.57,-19.63,0.7024,0
76873,37,38859.95,-36.86,0.9486,0
67921,20,38808.3,-31.96,0.2301,0
27448,2,38807.76,-73.61,0.4992,0
26180,10,38773.88,-29.75,0.5614,0
95971,227,38761.47,-10.05,0.276,0
99422,394,38759.66,-8.71,0.4248,0
27244,13,38735.79,-18.59,0.2467,1
27619,1,38655.79,-30.47,0.2252,0
11426,8,38552.83,-37.74,0.5766,0
97537,35,38453.22,-25.53,0.7694,0
93660,96,38395.48,-18.68,0.4988,0
17266,7,38246.12,-19.0,0.492,0
93797,28,38209.32,-25.7,0.4567,0
19084,40,38111.85,-15.32,0.4978,0
26341,90,38000.38,-13.82,0.2317,0
65780,9,37961.43,-28.33,0.3633,0
53850,11,37943.99,-7.83,0.1115,0
71111,86,37817.93,-45.07,0.591,0
78597,14,37652.75,-73.8,0.9809,0
53500,6,37592.15,-49.77,0.3941,0
33222,11,37571.69,-50.25,0.4244,0
28715,7,37553.64,-45.53,0.4847,0
27360,3,37539.64,-52.33,0.647,1
88363,1196,37393.36,-5.26,0.2806,0
88325,89,37340.05,-3.35,0.5946,0
61868,16,37301.69,-31.66,0.3081,0
94681,18,37188.1,-70.75,0.4864,0
94664,533,37017.69,-7.21,0.1687,0
72198,10,36912.16,-66.73,0.9683,0
63190,2,36721.63,-71.65,0.2606,0
96158,111,36618.47,-10.07,0.4178,0
62351,3,36461.67,-79.86,0.2955,0
31200,9,36216.65,-39.34,0.3979,0
90913,89,36186.79,-7.63,0.5229,1
78707,14,36073.44,-71.85,0.9786,1
37197,4,35886.11,-50.64,0.5256,0
27301,9,35867.68,-35.55,0.6166,0
51727,7,35819.93,-53.83,0.393,0
19371,13,35716.78,-21.78,0.412,0
33967,29,35668.47,-34.17,0.4538,0
29520,67,35650.46,-9.05,0.7391,0
88334,356,35646.86,-5.99,0.9017,0
27690,9,35508.05,-32.61,0.5106,0
0446T,3,35503.08,-17.05,0.0577,0
96409,151,35495.22,-5.95,0.2815,0
64425,15,35396.54,-18.06,0.5347,1
20527,100,35285.35,-14.42,0.2163,0
33235,24,35210.14,-13.32,0.4221,0
23415,5,35173.08,-51.55,0.7317,0
95860,14,35051.11,-32.46,0.8842,0
53445,20,35020.16,-16.56,0.2778,0
36837,3,34932.62,-12.2,0.379,0
74262,8,34812.91,-61.51,0.6567,0
40808,47,34772.88,-17.81,0.3504,0
15736,6,34506.75,-14.56,0.2486,0
65435,40,34483.51,-18.39,0.5189,0
21015,4,34466.68,-31.12,0.5396,0
51102,66,34398.74,-17.53,0.4538,0
47600,6,34308.22,-36.75,0.2953,0
15793,9,34305.44,-19.41,0.4211,0
68440,53,34241.89,-31.32,0.349,0
71110,75,34084.42,-38.15,0.629,0
G0413,9,34036.33,-21.13,0.163,1
68700,15,34034.59,-19.34,0.2946,0
17274,14,33959.7,-14.67,0.5035,0
49424,221,33846.38,-16.03,0.6536,0
67800,175,33808.44,-6.41,0.3777,0
52346,1,33533.14,-45.15,0.2737,0
66625,9,33531.7,-49.49,0.269,0
20103,4,33469.52,-41.2,0.6102,0
64620,8,33457.27,-46.36,0.2302,0
76978,11,33397.71,-57.82,0.9089,0
44376,5,33275.25,-34.06,0.321,0
46924,7,33164.21,-28.75,0.3095,0
35372,5,32985.01,-37.59,0.4614,0
20912,7,32933.05,-50.51,0.5806,0
67880,11,32874.4,-41.3,0.2866,0
31233,9,32662.34,-18.28,0.2078,0
94762,321,32656.07,-5.39,0.2532,0
61548,4,32607.43,-43.72,0.3563,0
55650,6,32558.3,-23.03,0.263,0
53440,11,32485.17,-26.76,0.3483,0
33530,26,32483.99,-14.27,0.4173,0
47801,2,32475.84,-67.73,0.3884,0
67255,10,32387.51,-23.65,0.2676,0
31020,4,32340.57,-54.03,0.3255,0
92520,83,32297.57,-11.06,0.2119,0
33241,17,32225.25,-49.22,0.4269,0
62284,137,32059.15,-13.63,0.2302,0
38221,74,32020.42,-14.8,0.4637,0
27033,3,32018.5,-47.65,0.6295,0
73722,12,31852.64,-65.51,0.7838,0
15936,7,31774.13,-20.01,0.2744,0
52315,49,31742.07,-6.55,0.1291,0
69209,1183,31615.94,-9.25,0.183,0
37235,4,31532.89,-9.38,0.379,0
63046,4,31334.73,-39.27,0.3926,0
19316,10,31282.01,-26.29,0.3093,0
26445,5,31246.72,-37.41,0.5462,0
22310,62,31234.73,-7.55,0.4952,0
15731,11,31167.19,-15.98,0.1915,0
92652,76,31163.07,-7.85,0.1512,0
22802,6,31146.36,-15.91,0.1657,0
26020,2,31107.64,-46.52,0.5333,1
40830,6,30954.89,-51.34,0.2896,0
27880,15,30830.63,-18.22,0.3218,0
60271,5,30758.25,-31.16,0.389,0
19318,7,30729.77,-31.86,0.2364,0
17107,12,30661.59,-8.85,0.3336,0
65865,5,30277.89,-50.31,0.2652,0
92625,157,30187.49,-6.24,0.2063,0
69610,5,30162.85,-6.11,0.1003,0
72191,11,30083.6,-57.86,0.8283,0
23470,4,30078.41,-44.7,0.5193,2
64774,6,30000.32,-44.52,0.3127,0
65772,3,29976.86,-51.37,0.1611,0
62350,44,29928.91,-9.42,0.3617,0
92286,63,29845.46,-21.27,0.4968,0
95724,65,29724.32,-5.27,0.1309,0
23130,6,29703.73,-44.6,0.646,0
13102,153,29650.2,-7.39,0.5151,0
43202,8,29589.62,-37.74,0.6789,1
62230,4,29571.22,-40.58,0.3578,0
26593,2,29518.89,-55.47,0.5561,1
21620,6,29322.25,-59.0,0.8042,0
95970,515,29243.37,-10.43,0.3188,0
55180,3,29242.97,-48.82,0.3158,0
65860,6,29063.2,-31.92,0.1508,0
92283,10,28999.26,-40.21,0.3722,0
92937,32,28952.7,-10.13,0.4362,0
21461,1,28951.32,-43.07,0.2333,0
67314,32,28921.98,-10.92,0.4139,0
92081,102,28868.18,-28.98,0.2804,0
52318,15,28816.21,-24.43,0.3284,0
38542,7,28796.08,-52.56,0.4128,0
92609,13,28778.28,-5.63,0.4502,0
66825,7,28757.91,-23.54,0.2801,0
28288,7,28604.09,-36.13,0.5578,0
72200,79,28556.08,-59.83,0.9037,0
36476,57,28448.15,-7.22,0.2769,0
36569,63,28445.95,-9.39,0.4373,0
20690,4,28426.34,-40.29,0.6287,1
23473,4,28409.28,-24.55,0.2719,1
65920,4,28376.91,-48.85,0.3747,0
95924,42,28249.08,-17.16,0.5569,0
27235,30,28202.67,-6.56,0.2456,0
93319,680,28202.12,-6.03,0.7092,0
28309,8,28128.93,-25.84,0.3254,0
G0083,6,28082.96,-14.72,0.4771,0
95180,38,27998.93,-3.63,0.2376,0
33509,26,27658.38,-28.24,0.3631,0
75825,57,27654.12,-32.9,0.972,0
74485,23,27640.44,-54.58,0.9478,0
92611,128,27632.67,-4.12,0.1819,0
22210,2,27544.16,-43.55,0.2148,0
22632,10,27450.83,-30.4,0.567,0
61751,4,27308.36,-19.46,0.2539,0
21248,3,27296.78,-47.06,0.4137,0
99425,51,27253.51,-9.52,0.4921,0
65205,97,27208.33,-11.6,0.4606,0
50432,89,27113.08,-8.74,0.3279,0
27385,6,27082.33,-63.2,0.6547,0
93464,19,27055.0,-41.81,0.5068,0
75989,59,26891.26,-30.77,0.9783,0
27390,3,26823.99,-78.92,0.8535,0
73702,14,26733.85,-58.39,0.8892,0
23630,5,26680.77,-48.84,0.6697,0
28043,6,26652.16,-9.74,0.2275,0
95851,77,26602.72,-10.24,0.6591,0
64420,46,26518.48,-18.1,0.5662,0
37785,7,26426.1,-40.86,0.3968,0
36825,7,26410.33,-20.26,0.3336,0
11732,198,26342.22,-7.36,0.5783,0
69310,5,26274.92,-28.62,0.3346,0
43197,13,26247.01,-23.78,0.4343,0
61797,42,26188.58,-5.67,0.2672,0
11107,70,26168.47,-9.52,0.5682,0
24305,4,26092.73,-48.51,0.6627,0
36595,9,26085.1,-40.66,0.2926,0
26230,3,25931.78,-67.67,0.7927,0
77261,202,25910.56,-4.0,0.3158,0
93462,113,25907.42,-5.86,0.5955,0
20220,49,25863.07,-21.01,0.4339,0
97024,28,25832.6,-38.34,0.4741,0
98975,402,25823.67,-6.73,0.2123,0
15789,15,25805.6,-9.05,0.357,0
57106,7,25781.11,-46.93,0.3521,0
21047,1,25656.71,-24.86,0.2078,0
20694,8,25634.18,-44.44,0.7239,0
92517,180,25549.59,-6.14,0.197,0
25118,9,25547.99,-38.82,0.6238,0
36833,17,25547.19,-10.79,0.4064,0
67025,3,25353.57,-47.81,0.3455,0
46255,4,25277.99,-6.8,0.115,0
33521,14,25227.43,-20.93,0.369,0
95961,28,25206.49,-24.81,0.4702,0
45990,20,25169.44,-44.54,0.5737,0
G6016,7,25155.23,-4.54,0.1597,0
38740,3,25067.96,-48.57,0.4393,0
19342,11,25064.03,-20.47,0.3463,0
27393,5,25049.24,-67.91,0.6953,0
63277,3,24985.96,-36.21,0.2664,0
23455,2,24938.72,-72.05,0.648,1
46601,29,24938.65,-14.66,0.5002,0
33871,4,24936.92,-11.48,0.5078,0
47765,1,24886.56,-73.88,0.3086,0
52341,13,24821.51,-35.12,0.2712,0
21014,4,24748.47,-41.04,0.6363,0
41825,3,24747.76,-54.08,0.3271,0
64417,142,24696.09,-6.61,0.279,0
96369,15,24633.99,-4.68,0.3039,0
37247,2,24566.87,-8.88,0.2154,0
95976,210,24483.93,-10.13,0.2903,0
34713,63,24478.26,-20.14,0.368,0
64480,115,24428.24,-6.3,0.2874,0
26113,4,24397.9,-50.9,0.6694,0
15750,4,24393.55,-27.23,0.3601,0
66740,6,24349.03,-51.16,0.2346,0
31641,74,24274.92,-4.71,0.4107,0
26040,51,24222.04,-7.17,0.4007,0
95865,43,24168.97,-21.77,0.6397,0
33206,11,24019.98,-25.05,0.2699,0
31610,8,23913.05,-20.3,0.4062,0
46761,4,23895.49,-20.31,0.2614,0
49418,13,23874.29,-16.98,0.2757,0
69000,2,23839.52,-28.91,0.3688,1
26860,18,23813.23,-14.69,0.444,0
25312,3,23741.69,-65.5,0.7775,0
75557,16,23726.63,-45.16,0.8733,0
G0406,104,23697.55,-9.71,0.2923,0
51610,49,23681.97,-29.26,0.6987,0
78453,8,23673.23,-75.88,0.9889,0
33536,2,23607.86,-44.45,0.4025,0
38206,73,23588.73,-10.68,0.3287,0
32320,1,23553.57,-42.48,0.3969,0
26235,8,23429.58,-37.97,0.546,0
67916,7,23363.06,-35.43,0.2916,0
94200,55,23355.8,-72.62,0.8609,0
93293,12,23298.47,-55.43,0.2721,0
24515,3,23277.34,-62.69,0.7646,0
27745,5,23256.12,-46.59,0.7001,0
27465,2,23252.42,-47.88,0.5132,1
69222,38,23248.9,-7.17,0.1294,0
67973,3,23224.92,-17.32,0.1782,0
78600,8,23132.2,-81.66,0.9697,0
49900,1,23106.54,-19.56,0.1998,0
44970,19,23092.51,-15.7,0.3179,0
50500,2,23023.28,-68.69,0.5336,1
38531,17,23005.35,-17.89,0.426,0
52260,24,22959.5,-12.11,0.2637,0
33229,45,22952.34,-9.6,0.3115,0
29505,7,22915.28,-26.41,0.3985,0
G0403,1718,22890.24,-5.41,0.3063,0
78469,6,22861.31,-72.21,0.9886,1
27659,6,22851.59,-45.3,0.6067,0
51726,11,22842.9,-54.37,0.5368,0
92540,42,22804.43,-16.51,0.4246,0
33465,2,22788.11,-27.66,0.4711,0
57220,5,22741.53,-59.14,0.4048,0
60650,6,22691.35,-8.55,0.2846,0
28300,6,22657.26,-40.87,0.6895,0
36591,230,22654.53,-5.74,0.2851,0
32551,58,22579.64,-10.68,0.3062,0
26236,10,22554.08,-31.52,0.6024,0
75822,43,22519.27,-24.18,0.937,0
40842,3,22459.3,-46.94,0.2628,0
57280,6,22368.22,-19.1,0.2025,0
27870,7,22309.47,-24.54,0.326,1
27132,5,22218.97,-20.82,0.2604,1
27310,3,22123.05,-36.71,0.5929,0
10180,4,22108.8,-20.78,0.4385,0
28805,13,22006.97,-14.99,0.3998,0
95926,14,22003.27,-74.8,0.8521,0
26525,4,21976.79,-28.14,0.5572,0
20924,2,21972.2,-73.74,0.6208,0
29855,4,21947.48,-57.42,0.5201,0
68330,6,21912.64,-18.81,0.1425,0
97034,32,21849.89,-29.51,0.6243,0
67908,20,21822.82,-13.45,0.3551,0
69420,88,21802.25,-7.92,0.1866,0
73580,9,21797.6,-51.95,0.3619,0
19340,4,21714.75,-39.11,0.4274,0
70150,40,21686.71,-40.3,0.5479,0
43254,75,21667.04,-5.85,0.3478,0
20938,17,21654.25,-33.23,0.6782,0
77092,435,21640.68,-5.02,0.9125,0
64581,34,21624.32,-6.39,0.2872,0
88373,20,21396.59,-46.86,0.6406,0
28296,17,21387.1,-17.93,0.6223,0
44186,6,21264.35,-34.85,0.4006,0
69631,11,21234.09,-11.25,0.259,0
31030,4,21150.7,-40.38,0.3143,0
64416,247,21132.8,-5.76,0.2085,0
17340,9,21114.41,-17.67,0.5282,1
65426,21,21045.19,-9.43,0.2985,0
67311,29,21044.62,-8.65,0.3732,0
92522,57,21007.75,-7.98,0.1844,0
44602,1,21003.79,-52.51,0.4221,0
17360,13,20999.19,-10.43,0.4679,0
50328,8,20998.32,-61.62,0.6544,0
67882,10,20947.88,-25.83,0.3235,0
20931,153,20904.36,-6.03,0.5599,0
19307,3,20873.79,-34.37,0.2263,0
63707,2,20863.59,-68.94,0.2039,0
12037,2,20819.85,-50.01,0.5208,0
44140,3,20805.51,-43.62,0.2576,0
27786,53,20777.21,-7.98,0.3542,0
19370,7,20729.6,-22.88,0.4081,0
56515,10,20685.36,-7.72,0.0919,0
42894,2,20680.01,-22.39,0.2057,0
78598,7,20676.04,-79.96,0.9825,0
15781,6,20617.92,-25.53,0.4065,0
77370,101,20585.95,-4.27,0.118,0
27603,10,20567.84,-18.4,0.5214,0
26520,2,20553.28,-47.73,0.5282,0
65210,43,20550.94,-13.27,0.5251,0
33370,109,20547.21,-5.63,0.3389,0
36680,21,20514.02,-47.94,0.6479,0
46606,10,20508.26,-15.56,0.2166,0
27680,5,20415.15,-40.42,0.5785,0
80503,224,20400.33,-4.99,0.3973,0
21282,6,20339.0,-44.31,0.7079,0
44227,3,20325.81,-33.85,0.2638,0
28002,26,20309.76,-19.11,0.4576,0
33956,2,20296.62,-50.33,0.5369,0
G0250,333,20236.7,-6.03,0.847,0
60252,4,20215.32,-27.48,0.3265,0
68810,31,20207.66,-14.21,0.2316,0
51595,12,20191.48,-5.99,0.1861,0
76513,26,20159.62,-34.44,0.6619,0
49203,4,20153.94,-34.59,0.2734,0
98968,76,20140.96,-13.02,0.2993,0
G0414,3,20120.54,-53.2,0.0981,0
29877,6,20044.85,-17.71,0.3322,0
29806,3,20040.3,-21.13,0.2845,0
31591,5,19991.76,-21.2,0.4781,1
38746,24,19989.1,-30.37,0.4803,0
95027,40,19985.12,-6.05,0.4543,0
99448,110,19965.75,-6.7,0.5019,0
68530,9,19928.83,-8.91,0.1045,0
29130,91,19907.69,-16.14,0.6998,0
57420,23,19891.87,-16.97,0.4211,0
73040,15,19887.58,-66.61,0.6407,0
76512,147,19867.29,-8.42,0.6829,0
47370,5,19866.25,-26.84,0.2497,0
75827,31,19836.82,-35.5,0.9613,0
27511,9,19831.68,-15.47,0.2742,0
93247,13,19756.63,-19.79,0.0958,0
36831,10,19724.85,-11.16,0.3425,0
88187,342,19710.48,-3.64,0.7585,0
62252,32,19574.19,-29.01,0.5675,0
17276,3,19483.41,-16.3,0.3572,0
28298,9,19469.55,-27.96,0.5806,0
69670,2,19412.55,-47.19,0.4068,0
31536,34,19390.8,-15.42,0.3849,0
20969,3,19316.02,-16.86,0.1934,0
31541,50,19314.9,-8.37,0.4326,0
21087,1,19297.25,-53.92,0.2673,0
93304,14,19213.55,-67.78,0.7596,0
71048,26,19194.88,-49.53,0.7637,0
32554,55,19180.36,-11.43,0.3446,0
62304,75,19139.22,-8.97,0.2405,0
29584,11,19070.19,-13.57,0.3285,0
25445,6,19058.69,-21.07,0.4345,0
77331,43,19031.53,-6.6,0.786,0
67343,4,19011.86,-47.4,0.3572,0
72149,11,18997.48,-49.65,0.7978,0
45386,4,18953.97,-57.55,0.609,0
27654,6,18894.49,-27.92,0.4728,0
52330,22,18821.76,-12.53,0.2983,0
65286,2,18765.81,-45.09,0.462,0
G2082,6,18743.67,-9.29,0.1391,0
47536,70,18721.48,-8.75,0.4483,0
33880,3,18699.2,-22.74,0.4794,0
78835,14,18695.99,-66.67,0.8677,0
26011,4,18661.24,-41.13,0.3615,0
66179,13,18654.63,-6.41,0.1986,0
61590,2,18614.25,-25.27,0.2093,0
27345,3,18591.5,-64.4,0.7991,0
61608,2,18548.51,-13.14,0.1717,0
10121,12,18442.08,-7.06,0.4107,0
11444,7,18426.67,-36.05,0.5953,0
27615,2,18416.12,-34.66,0.3581,0
49082,26,18409.14,-13.18,0.5719,0
15570,2,18253.57,-26.1,0.3263,0
10021,52,18202.39,-14.85,0.6609,0
19120,12,18122.53,-15.05,0.4396,0
33410,2,18111.01,-21.07,0.4971,0
78018,9,18098.05,-79.64,0.9422,0
35286,3,18090.21,-13.01,0.4272,0
11640,21,18056.11,-21.23,0.515,0
35701,5,17971.02,-53.73,0.5309,0
94003,42,17919.32,-3.61,0.5134,0
27613,3,17899.33,-17.18,0.1455,0
70481,13,17852.12,-60.1,0.9474,0
31640,17,17769.7,-13.49,0.4439,0
87207,42,17759.46,-34.92,0.8452,0
62142,2,17758.9,-71.67,0.3024,0
44377,6,17720.1,-32.22,0.4865,0
74248,40,17705.36,-43.18,0.9292,0
21079,6,17645.54,-10.24,0.1468,0
25040,2,17522.24,-49.25,0.7104,0
26340,1,17468.31,-53.56,0.4828,0
28645,4,17424.49,-36.93,0.4808,0
64461,51,17411.36,-7.78,0.2152,0
27570,42,17401.34,-16.82,0.5735,0
95867,23,17379.45,-45.15,0.8419,0
70260,27,17349.34,-41.57,0.6281,0
43231,2,17251.63,-46.6,0.7072,1
67220,14,17244.26,-7.08,0.1704,0
31297,6,17187.82,-7.64,0.3172,0
97028,29,17179.55,-26.49,0.5717,0
33510,1,17166.81,-50.24,0.4853,0
28230,12,17122.86,-21.97,0.3648,0
64451,14,17117.17,-13.73,0.1895,0
60100,61,17102.58,-13.96,0.2993,0
32820,1,17094.87,-50.56,0.6001,1
60210,3,17089.47,-61.51,0.331,0
15788,10,17082.39,-14.7,0.3749,0
61616,2,17065.45,-18.44,0.183,0
21920,4,17036.7,-23.08,0.1616,0
93567,182,16998.34,-6.51,0.8343,0
45391,5,16920.16,-29.11,0.4652,0
75893,7,16872.51,-64.43,0.9346,0
95940,24,16830.35,-3.7,0.5672,0
35820,4,16787.4,-14.27,0.4518,0
80506,1,16738.38,-1.59,0.4517,0
27488,1,16731.43,-49.91,0.5442,0
27606,8,16703.62,-50.47,0.7648,0
58180,3,16675.43,-50.52,0.4648,0
61600,1,16636.76,-52.67,0.1854,0
27197,56,16617.2,-13.8,0.5905,0
26121,8,16584.67,-21.34,0.5267,0
54300,2,16529.34,-47.05,0.2686,0
76100,21,16519.96,-54.82,0.9648,0
G0238,15,16505.69,-10.72,0.8909,0
46260,27,16441.0,-9.37,0.3215,0
G0247,47,16368.03,-11.22,0.3145,0
70355,210,16353.39,-20.95,0.9728,0
29425,74,16296.19,-9.46,0.2225,0
99473,55,16217.19,-6.86,0.3396,0
65870,4,16205.49,-41.19,0.3119,0
26210,11,16158.93,-16.1,0.5418,0
45540,2,16133.29,-42.01,0.2779,0
63276,2,16104.4,-32.49,0.3111,0
92242,9,16053.52,-56.09,0.5245,0
92508,11,15983.13,-23.58,0.7966,0
33216,5,15895.18,-41.5,0.4144,0
64912,4,15862.42,-23.89,0.3424,0
97605,144,15861.32,-10.23,0.67,0
31239,6,15701.42,-21.77,0.4621,0
64632,23,15624.43,-9.75,0.5172,0
72074,49,15609.81,-59.27,0.9116,0
64645,33,15601.03,-8.61,0.3501,0
30905,5,15599.83,-21.65,0.2168,0
70210,65,15589.01,-50.01,0.8741,0
92553,213,15581.48,-4.68,0.1347,0
37600,3,15568.49,-49.53,0.4368,0
33269,6,15541.47,-22.86,0.4313,0
45520,1,15516.5,-52.88,0.5013,0
72081,49,15483.74,-45.69,0.712,0
90947,58,15443.44,-3.94,0.2709,0
92229,66,15333.12,-14.72,0.1379,0
65222,49,15319.18,-7.85,0.5138,0
26045,4,15283.24,-41.77,0.515,0
25300,2,15246.41,-70.05,0.6139,0
23105,2,15228.42,-50.96,0.6579,0
67935,4,15121.29,-49.37,0.2746,0
46917,3,15112.04,-20.16,0.378,0
30150,1,15110.02,-52.08,0.338,0
62220,3,15091.07,-23.92,0.5096,0
11424,9,15090.4,-29.62,0.4714,0
64784,4,15090.19,-24.41,0.3742,0
96159,77,15085.36,-7.38,0.7428,0
97036,3,15077.46,-28.23,0.7472,0
95907,62,15060.97,-15.98,0.8714,0
23000,2,15028.03,-73.4,0.9096,0
92924,3,14930.53,-22.27,0.2097,0
27814,3,14852.89,-34.53,0.4613,0
43200,18,14795.3,-42.64,0.6474,0
28735,2,14716.35,-46.19,0.3058,0
32655,1,14652.56,-47.07,0.4884,0
32220,3,14600.46,-20.6,0.4622,0
77317,7,14556.69,-56.63,0.9384,0
31502,32,14539.94,-27.74,0.5963,0
66711,4,14503.17,-40.29,0.2643,0
50329,4,14491.09,-59.67,0.6732,0
28825,28,14487.91,-16.35,0.6143,0
61626,3,14478.27,-22.84,0.2672,0
25111,7,14436.11,-39.98,0.7418,0
33363,2,14433.81,-40.11,0.5039,0
17286,5,14367.67,-6.7,0.2888,0
70140,31,14363.09,-36.21,0.7653,0
34716,13,14343.34,-21.61,0.4073,0
66175,4,14336.44,-16.54,0.3109,0
37249,19,14306.45,-5.95,0.3509,0
39402,12,14218.88,-17.77,0.3915,0
43226,9,14171.35,-18.48,0.5597,0
57289,1,14164.53,-54.14,0.519,0
29085,68,14163.34,-10.11,0.2168,0
97755,15,14113.25,-17.16,0.4197,0
52276,17,14083.1,-18.98,0.3146,0
68040,11,14073.49,-16.92,0.4045,0
G6003,2,14022.72,-8.63,0.5228,0
43241,22,14004.06,-26.67,0.6006,0
93583,2,13991.22,-44.62,0.7359,0
27656,4,13990.69,-70.86,0.61,0
27070,2,13949.37,-71.2,0.6743,0
76936,5,13937.18,-50.77,0.8943,0
58150,6,13923.15,-18.3,0.1819,0
16020,33,13882.95,-15.82,0.5994,0
27871,2,13829.41,-71.75,0.8335,0
96160,681,13777.41,-10.54,0.1893,0
29705,18,13768.51,-14.08,0.335,0
29897,3,13763.11,-61.6,0.7496,0
49452,61,13713.67,-6.34,0.4347,0
74430,53,13696.79,-45.31,0.9123,0
70030,57,13665.76,-52.52,0.9765,0
31573,2,13640.23,-36.84,0.2455,0
33979,3,13569.46,-17.71,0.5606,0
66852,2,13556.36,-49.07,0.3843,0
50722,2,13487.68,-45.8,0.3927,0
22511,17,13482.17,-9.14,0.6542,0
28289,6,13455.51,-31.0,0.5451,0
25065,5,13448.7,-33.62,0.2656,0
62161,1,13443.22,-53.72,0.5231,0
52265,9,13439.08,-12.67,0.1401,0
41150,1,13432.26,-38.46,0.1442,0
42440,5,13429.42,-46.36,0.4377,0
26025,1,13383.67,-52.42,0.6701,0
43229,11,13288.5,-13.11,0.3985,0
88291,86,13284.38,-3.11,0.6678,0
44360,19,13278.92,-16.48,0.5674,0
42420,1,13270.53,-88.98,0.5592,0
90840,24,13267.86,-20.42,0.5104,0
33267,2,13254.49,-47.66,0.4219,0
44604,2,13230.24,-48.66,0.3051,0
88106,14,13148.27,-61.1,0.4672,0
27822,9,13142.37,-14.69,0.3242,0
76510,24,13133.33,-16.44,0.6731,0
95719,61,13127.89,-4.17,0.3087,0
0448T,2,13123.02,-12.84,0.0803,0
27095,29,13111.21,-8.95,0.4665,0
31225,3,13103.34,-15.72,0.3948,0
93580,18,13086.93,-6.35,0.2127,0
27240,1,13079.62,-48.99,0.6718,0
27331,1,13052.11,-49.78,0.7071,0
15946,5,13029.46,-8.51,0.241,0
43265,5,12982.64,-36.75,0.4212,0
49460,1,12977.11,-10.6,0.4106,0
65600,4,12912.36,-39.09,0.1824,0
37212,2,12877.37,-51.67,0.4291,0
65875,2,12857.99,-45.14,0.4318,0
44625,6,12809.93,-20.19,0.3055,0
43273,102,12809.62,-3.52,0.3995,0
44143,5,12802.01,-11.41,0.2224,0
92986,14,12775.31,-3.94,0.1638,0
68020,7,12768.35,-12.73,0.3528,0
99157,25,12758.02,-9.62,0.4233,0
92287,4,12740.47,-49.76,0.3544,0
G0422,9,12735.65,-2.06,0.5171,0
61619,1,12705.63,-41.65,0.2683,0
15758,3,12532.58,-15.01,0.1708,0
19357,2,12526.31,-44.41,0.3834,0
88329,291,12506.83,-5.08,0.7759,0
27030,1,12491.82,-45.99,0.5765,0
41874,4,12479.44,-35.11,0.4275,0
40831,3,12474.58,-48.32,0.2527,0
88162,10,12436.94,-51.82,0.8142,0
78801,5,12422.67,-81.57,0.9158,0
31646,21,12421.27,-20.7,0.3502,0
65755,7,12399.11,-7.21,0.2232,0
95723,35,12387.15,-6.06,0.2529,0
32550,62,12372.1,-5.43,0.4741,0
29260,27,12356.74,-19.69,0.7378,0
94690,16,12336.12,-74.5,0.7188,0
40801,5,12302.41,-35.34,0.2047,0
32553,10,12300.24,-25.65,0.4493,0
25085,2,12255.32,-74.29,0.8737,0
45400,13,12193.72,-4.89,0.1986,0
31535,22,12175.41,-18.06,0.3604,0
47420,1,12166.81,-51.97,0.3385,0
55175,5,12161.26,-48.63,0.3301,0
28118,4,12142.21,-49.9,0.8242,0
21145,1,12127.9,-9.6,0.116,0
61210,4,12097.12,-42.67,0.2291,0
50386,8,12096.04,-14.82,0.1997,0
20251,3,12042.01,-51.76,0.8159,0
47760,1,11990.77,-38.87,0.1399,0
26477,2,11967.77,-46.04,0.5698,0
52320,4,11953.39,-36.34,0.368,0
26460,1,11923.78,-52.08,0.7412,0
26600,18,11910.2,-13.68,0.3506,0
21930,9,11907.03,-13.48,0.3646,0
28160,3,11887.17,-39.3,0.426,0
78013,4,11877.5,-87.36,0.8583,0
27120,1,11874.97,-45.86,0.346,0
31770,1,11869.4,-46.6,0.4993,0
53661,33,11822.6,-7.66,0.3748,0
43253,15,11792.74,-18.26,0.387,0
65450,4,11777.52,-47.55,0.4117,0
68135,6,11775.76,-49.41,0.3232,0
21081,3,11767.88,-8.68,0.1867,0
15830,2,11730.61,-22.15,0.2633,0
43244,39,11695.86,-6.74,0.3546,0
99156,33,11668.04,-7.83,0.3606,0
15005,10,11615.19,-19.17,0.4521,0
20520,1,11535.61,-63.39,0.1868,0
99449,81,11531.58,-5.27,0.4313,0
20205,10,11517.1,-31.47,0.4959,0
96450,35,11491.46,-14.33,0.4248,0
95977,110,11489.42,-7.77,0.2895,0
27705,2,11424.09,-60.22,0.4851,0
68200,34,11413.97,-29.88,0.5748,0
